"No.","Ticker","Company","Index","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Short Float","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
6455,"OSIS","OSI Systems, Inc.","RUT","Technology","Electronic Components","USA",2476.31,20.28,15.09,1.57,1.61,2.95,25.97,,50.63,5.75,,,0.00%,7.37,1.08,10.65%,10.12%,16.36%,12.94%,5.71%,16.76%,3.89%,1538.76,128.15,1.70%,2.93%,17.06,15.36,90.04%,7.33%,-10.43%,95.35%,4.22%,8.31%,8.19,1.28,7.34%,16.12%,12.64%,1.49,1.00,0.17,0.64,31.73%,13.15%,8.33%,-0.14%,-0.01%,-0.03%,0.06%,0.06%,0.16%,0.26%,0.22%,0.56%,-0.39%,1.74%,3.16%,0.17%,8.84%,27.35%,15.80%,1.08,3.21,1.51%,2.16%,1.77%,3.36%,8.14%,-5.82%,15.69%,-5.82%,45.04%,-5.82%,5539.44%,57.77,8/22/2024 8:30:00 AM,10/2/1997,Yes,Yes,6681,0.00%,0.00%,1.00,155.87,0.67,53038,1350,176.33,149.44,149.44,150.03,148.44,149.45,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6456,"OSK","Oshkosh Corp","-","Industrials","Farm & Heavy Construction Machinery","USA",6893.03,10.24,9.47,1.14,0.66,1.76,48.75,,60.24,2.17,1.83,1.73%,17.62%,10.34,2.92,14.26%,-1.94%,7.60%,8.99%,4.55%,17.98%,-3.99%,10367.40,682.50,11.04%,2.50%,65.47,64.59,98.66%,0.76%,0.00%,91.23%,-1.33%,1.93%,2.40,1.25,7.68%,18.64%,15.09%,1.44,0.81,0.15,0.42,18.20%,10.07%,6.58%,0.12%,0.12%,0.11%,0.23%,0.23%,0.32%,0.78%,0.95%,1.62%,1.78%,5.74%,4.03%,-4.82%,-11.79%,13.08%,-2.32%,1.18,2.62,2.59%,2.54%,4.56%,4.13%,-3.60%,-3.09%,13.46%,-17.25%,23.00%,-22.96%,9313.33%,61.67,7/31/2024 8:30:00 AM,10/2/1985,Yes,Yes,17300,2.83%,-1.50%,2.27,520.12,0.71,187034,2802,122.54,104.56,102.99,105.91,103.50,105.90,1.28%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6457,"OSPN","OneSpan Inc","RUT","Technology","Software - Infrastructure","USA",599.05,37.05,12.94,18.52,2.42,3.35,9.32,44.05,4.73,1.70,,,,0.43,0.19,,3.82%,,2.00%,2.68%,9.31%,138.23%,247.53,16.33,116.33%,9.64%,37.52,35.44,94.46%,6.43%,0.00%,83.15%,-1.06%,4.60%,4.14,1.63,5.58%,8.94%,8.80%,1.54,1.40,0.04,0.04,68.15%,13.23%,6.60%,0.28%,0.18%,-0.29%,-0.12%,-0.11%,-0.04%,0.18%,0.43%,1.21%,-0.15%,3.93%,-2.42%,19.29%,59.78%,75.18%,47.56%,0.75,0.50,3.07%,3.34%,0.78%,1.73%,26.04%,-5.16%,23.10%,-5.16%,107.05%,-64.25%,7090.23%,54.24,8/1/2024 4:30:00 PM,5/21/1998,Yes,Yes,676,-0.64%,0.03%,2.50,394.20,0.26,51485,1639,16.33,15.91,15.92,15.92,15.57,15.82,-0.61%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6458,"OSS","One Stop Systems Inc","-","Technology","Computer Hardware","USA",52.60,,,,1.00,1.44,4.47,,1.74,0.56,,,,-0.37,-0.07,-1166.66%,53.95%,-28.95%,,13.37%,-23.30%,4.76%,52.76,-7.60,-80.00%,1.71%,20.66,16.92,81.90%,19.57%,1.86%,31.72%,3.11%,0.23%,0.40,0.04,-14.87%,-19.08%,-19.92%,4.52,2.34,0.04,0.09,26.25%,-9.29%,-14.41%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.03%,-0.99%,-4.55%,-4.58%,-9.09%,14.68%,5.04%,-16.10%,22.55%,19.05%,1.29,0.20,11.59%,7.90%,7.24%,11.44%,-1.05%,-19.09%,37.36%,-45.36%,39.66%,-73.68%,323.73%,55.18,8/8/2024 4:30:00 PM,2/1/2018,Yes,Yes,106,-2.72%,-0.77%,2.33,96.11,0.46,22271,108,3.75,2.59,2.57,2.64,2.50,2.50,-3.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6459,"OST","Ostin Technology Group Co Ltd","-","Technology","Electronic Components","China",6.66,,,,0.17,0.65,3.25,,0.61,0.12,,,,-0.72,,,,,,34.47%,-56.34%,17.77%,38.20,-10.60,,,14.01,6.94,49.54%,58.71%,0.00%,0.25%,100.25%,0.47%,0.32,0.03,-19.43%,-70.13%,-103.08%,0.54,0.20,0.00,2.64,5.89%,-23.78%,-27.75%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.53%,-1.02%,4.18%,12.03%,21.55%,11.21%,-10.02%,-47.91%,-49.28%,1.39,0.04,10.16%,10.57%,12.68%,19.00%,-11.31%,-8.99%,45.44%,-63.00%,45.44%,-99.17%,45.44%,60.22,,4/27/2022,No,Yes,226,2.56%,-3.23%,,104.27,1.58,83624,91,,0.40,0.39,0.43,0.39,0.40,-0.75%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6460,"OSTX","OS Therapies Inc","-","Healthcare","Biotechnology","USA",61.75,,,,,,686.16,,-4.52,0.00,,,,,-0.12,,,,,,,-370.16%,,,-269.23%,,20.05,15.69,78.25%,21.76%,0.00%,0.00%,,0.08%,0.06,0.01,,,,0.01,0.01,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.67%,3.36%,2.33%,1.32%,-2.22%,-12.99%,,,,22.71%,,0.34,8.07%,9.92%,-1.31%,-11.87%,-11.33%,-34.05%,22.71%,-37.14%,22.71%,-37.14%,22.71%,46.71,08/28/2024,8/1/2024,No,Yes,,1.32%,1.00%,1.00,200.46,0.09,9655,76,15.00,3.01,3.04,3.13,2.93,3.08,2.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6461,"OSUR","Orasure Technologies Inc.","RUT","Healthcare","Medical Instruments & Supplies","USA",303.13,11.26,,0.56,1.11,0.71,1.13,3.51,5.71,3.59,,,0.00%,0.36,-0.08,-126.54%,-25.57%,17.20%,20.00%,20.54%,-36.41%,87.31%,273.54,27.03,-26.58%,3.81%,73.53,72.04,97.97%,3.39%,0.00%,92.23%,8.81%,1.50%,1.63,1.08,5.88%,6.59%,6.20%,12.17,10.84,0.02,0.03,47.47%,7.82%,9.88%,-0.00%,0.14%,0.25%,0.22%,0.37%,0.25%,0.25%,-0.50%,0.37%,0.37%,-0.61%,-7.61%,-8.65%,-22.13%,-24.44%,-50.43%,0.04,0.12,2.68%,2.47%,-2.94%,-4.54%,-25.52%,-17.38%,2.01%,-51.89%,3.83%,-82.33%,191.50%,41.69,8/6/2024 4:30:00 PM,11/17/1986,Yes,Yes,638,1.12%,-0.74%,2.60,661.03,0.54,180756,1302,6.00,4.05,4.02,4.09,4.00,4.07,0.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6462,"OSW","OneSpaWorld Holdings Limited","RUT","Consumer Cyclical","Leisure","Bahamas",1783.56,38.74,18.19,,2.11,3.35,28.01,27.86,5.09,0.61,0.08,0.47%,,0.44,0.23,30.48%,13.94%,,,53.84%,12.16%,557.06%,847.19,53.03,0.76%,1.92%,99.73,94.34,94.60%,9.91%,-2.85%,99.72%,2.89%,1.54%,2.97,1.45,7.21%,11.10%,7.92%,2.03,1.49,0.26,0.26,10.07%,7.97%,6.26%,0.01%,0.06%,0.02%,0.07%,0.07%,0.05%,-0.16%,0.37%,1.15%,1.63%,-0.45%,6.99%,2.24%,37.48%,68.81%,20.80%,2.14,0.36,2.33%,2.09%,2.20%,7.04%,16.07%,-2.22%,17.47%,-2.22%,73.46%,-2.22%,595.24%,61.29,7/31/2024 8:30:00 AM,11/17/2017,Yes,Yes,5024,1.21%,-0.41%,1.00,489.30,0.18,43997,789,19.50,16.90,16.83,17.07,16.76,17.03,0.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6463,"OTEX","Open Text Corp","-","Technology","Software - Application","Canada",9040.68,19.72,7.76,2.35,1.57,2.15,7.05,11.35,15.68,4.78,1.05,3.11%,58.70%,1.71,0.80,-13.33%,20.25%,9.94%,8.40%,15.50%,-8.63%,607.50%,5769.58,465.09,-3.51%,-3.13%,267.80,262.51,98.02%,2.12%,0.00%,68.69%,0.28%,1.79%,8.16,4.71,2.97%,11.32%,4.32%,0.80,0.80,1.57,1.59,62.86%,17.74%,8.06%,-0.01%,-0.02%,-0.02%,-0.03%,-0.01%,-0.01%,0.40%,0.03%,0.57%,0.36%,1.54%,4.92%,7.60%,-2.20%,-2.23%,-19.78%,1.13,0.58,1.56%,1.75%,1.59%,4.67%,-2.28%,-0.74%,22.58%,-25.86%,22.58%,-38.99%,6437.70%,61.07,10/31/2024 8:30:00 AM,1/24/1996,Yes,Yes,22900,0.33%,-0.06%,2.25,576.93,0.44,127862,1509,38.55,33.62,33.60,33.87,33.49,33.71,0.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6464,"OTIS","Otis Worldwide Corp","S&P 500","Industrials","Specialty Industrial Machinery","USA",42174.96,29.38,24.82,2.80,2.97,,44.35,33.71,-12.57,2.37,1.54,1.46%,38.63%,3.58,0.97,9.27%,9.68%,6.96%,10.50%,2.09%,-3.20%,13.23%,14181.00,1467.00,3.55%,-3.61%,406.60,400.11,98.40%,0.11%,-6.45%,91.44%,1.94%,2.12%,3.72,8.48,14.68%,,193.03%,0.79,0.71,,,30.09%,16.04%,10.34%,-0.02%,-0.02%,-0.07%,-0.10%,-0.20%,-0.13%,-0.10%,-0.13%,-0.19%,-0.25%,4.09%,11.05%,6.43%,9.70%,31.61%,17.68%,0.93,1.99,2.36%,1.92%,3.45%,8.93%,10.60%,-0.77%,16.55%,-0.77%,43.60%,-0.77%,177.08%,67.41,10/30/2024 8:30:00 AM,3/19/2020,Yes,Yes,71000,-0.47%,0.45%,2.47,2280.15,0.55,640046,8022,102.17,105.32,105.79,106.00,104.89,105.29,-0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6465,"OTLK","Outlook Therapeutics Inc","RUT","Healthcare","Biotechnology","USA",119.48,,,,,,3.73,,-3.57,1.35,,,,-10.75,-0.81,3.42%,50.97%,52.49%,,-25.00%,,45.02%,0.00,-94.05,19.64%,,23.66,15.23,64.37%,35.60%,0.06%,35.99%,15.96%,19.36%,13.39,2.95,-205.48%,,,1.07,1.07,,,,0.00%,,0.20%,0.20%,0.20%,0.00%,0.20%,0.20%,0.50%,-0.20%,2.02%,-0.59%,-3.26%,-14.84%,-43.58%,-42.29%,-22.31%,-35.91%,0.64,0.37,6.36%,6.89%,-6.18%,-22.51%,-34.06%,-39.30%,9.54%,-71.94%,9.54%,-99.43%,26.12%,32.98,8/14/2024 8:30:00 AM,6/14/2016,Yes,Yes,24,-0.20%,-0.59%,1.14,220.21,0.58,64869,651,37.43,5.09,5.06,5.27,4.95,5.05,-0.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6466,"OTLY","Oatly Group AB ADR","-","Consumer Defensive","Packaged Foods","Sweden",494.62,,,,0.62,2.03,3.47,,0.41,0.24,,,,-0.71,-0.06,63.65%,29.00%,-84.90%,34.40%,45.16%,4.13%,64.78%,794.79,-333.45,36.44%,0.43%,594.81,556.87,93.62%,6.71%,0.00%,7.07%,17.00%,3.56%,10.83,19.81,-28.59%,-84.42%,-83.91%,0.68,0.52,0.63,2.01,24.35%,-19.43%,-41.96%,-0.01%,-0.41%,-0.41%,-0.42%,-0.98%,-0.81%,-1.38%,-2.17%,-2.01%,-0.18%,4.13%,-8.70%,-22.56%,-8.40%,28.64%,-29.78%,2.10,0.05,5.30%,6.79%,-5.44%,-7.01%,-19.44%,-20.33%,10.48%,-40.81%,88.32%,-97.14%,88.32%,44.36,11/7/2024 8:30:00 AM,5/20/2021,Yes,Yes,1548,-0.05%,-0.31%,1.90,1828.47,2.29,2122838,1559,1.97,0.83,0.83,0.85,0.81,0.83,-0.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6467,"OTRK","Ontrak Inc","-","Healthcare","Health Information Services","USA",7.58,,,,0.61,0.49,1.04,,4.82,2.28,,,,-10.58,,,,9.17%,30.00%,34.78%,-17.20%,89.71%,12.38,-36.52,10.00%,-5.73%,2.56,1.26,49.22%,60.65%,0.00%,0.55%,,4.84%,0.04,0.06,-115.11%,-340.91%,-164.34%,3.59,3.59,0.44,0.45,41.67%,-139.74%,-294.83%,-0.02%,-0.02%,-0.02%,-0.02%,-0.02%,0.11%,-0.23%,-0.86%,-0.40%,-9.21%,-14.14%,-28.13%,-30.32%,-65.66%,-77.46%,-60.61%,2.58,0.53,36.37%,19.31%,-6.74%,-20.50%,-36.09%,-57.15%,30.92%,-88.87%,30.92%,-100.00%,30.92%,44.56,8/8/2024 4:30:00 PM,4/16/2003,No,No,104,-12.24%,6.72%,1.00,1637.23,0.13,108036,662,45.00,2.53,2.70,2.70,2.37,2.37,-6.34%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6468,"OTTR","Otter Tail Corporation","RUT","Utilities","Utilities - Diversified","USA",3322.14,10.74,16.11,1.53,2.44,2.12,14.40,25.11,37.44,5.51,1.86,2.35%,25.01%,7.40,1.89,-0.03%,-29.57%,27.66%,7.00%,9.20%,1.37%,6.09%,1361.77,311.07,22.17%,-6.90%,41.71,37.91,90.89%,9.37%,-0.20%,59.26%,-1.53%,11.08%,18.34,4.20,9.49%,21.50%,12.40%,2.27,1.67,0.60,0.61,30.31%,29.16%,22.84%,0.00%,-0.01%,-0.01%,0.14%,0.09%,0.10%,0.10%,-0.07%,1.31%,1.79%,6.26%,0.40%,-15.65%,-4.43%,6.62%,-6.53%,0.52,1.93,2.58%,2.24%,2.06%,-2.99%,-8.13%,-17.95%,7.19%,-21.24%,15.17%,-21.24%,1394.96%,52.57,8/5/2024 4:30:00 PM,3/17/1980,Yes,Yes,2655,1.04%,0.04%,3.00,228.91,1.06,123551,2445,75.00,78.57,78.60,79.58,78.01,79.42,1.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6469,"OUNZ","VanEck Merk Gold ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,-0.01%,-0.01%,-0.04%,-0.08%,-0.11%,0.00%,0.05%,0.27%,0.39%,1.58%,3.21%,8.43%,11.34%,37.82%,28.91%,0.20,0.25,0.75%,0.85%,1.02%,4.37%,14.93%,-0.44%,11.92%,-0.44%,38.89%,-0.44%,146.69%,63.22,,5/16/2014,Yes,Yes,,0.51%,0.00%,,1108.57,1.09,613464,947,,25.60,25.60,25.76,25.56,25.73,0.51%,,,"Commodities & Metals - Gold / Metals","Commodities & Metals","Global Commodities & Metals",,,"Passive",0.25%,1,1167636900,25.64,0.00,31340134.16,2.76,66490045.12,6.04,154197976.64,15.22,163205347.99,16.25,41.51,14.50,11.86,7.68,6.77,"commodity physical gold"
6470,"OUSA","ALPS O'Shares U.S. Quality Dividend ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.81,1.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02%,0.02%,-0.04%,-0.06%,-0.03%,-0.03%,-0.07%,-0.03%,-0.14%,0.41%,2.27%,2.44%,6.39%,16.44%,29.38%,18.71%,0.84,0.44,0.73%,0.64%,1.90%,4.12%,10.53%,0.34%,12.33%,0.34%,35.20%,0.34%,152.37%,67.61,,7/14/2015,Yes,Yes,,0.45%,-0.02%,,32.46,0.72,11827,99,,54.48,54.47,54.85,54.60,54.71,0.43%,,,"US Equities - Dividend & Fundamental","Equities (Stocks)","US Equities",,"US","Passive",0.48%,101,826934711,54.49,0.00,-4024725.00,-0.48,-5535785.00,-0.66,2461375.00,0.30,7770180.00,0.95,30.97,10.96,11.85,,11.14,"U.S. equity volatility quality dividend mid-large-cap"
6471,"OUSM","ALPS O'Shares U.S. Small-Cap Quality Dividend ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.58,1.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05%,-0.05%,-0.05%,-0.05%,0.00%,0.05%,0.20%,0.14%,0.39%,1.04%,2.93%,3.78%,4.64%,14.29%,31.25%,16.31%,1.01,0.49,0.88%,0.91%,1.99%,4.27%,9.52%,0.20%,11.47%,0.20%,36.91%,0.20%,157.45%,65.06,,12/30/2016,Yes,Yes,,1.04%,0.00%,,75.14,0.39,14788,158,,45.10,45.10,45.57,45.14,45.57,1.04%,,,"US Equities - Factor & Thematic","Equities (Stocks)","US Equities",,"US","Passive",0.48%,111,778252866,45.11,0.01,32429255.00,4.35,93189070.00,13.60,243812697.50,45.62,294825490.00,60.99,31.30,10.39,12.87,,10.04,"U.S. equity volatility quality dividend small-cap"
6472,"OUST","Ouster Inc","RUT","Technology","Electronic Components","USA",348.63,,,,3.50,1.99,1.89,,3.62,3.82,,,,-2.93,-0.26,73.20%,21.85%,,20.00%,67.60%,39.15%,83.29%,99.59,-121.81,6.70%,-0.18%,48.33,44.17,91.39%,8.61%,0.71%,35.88%,30.34%,14.95%,5.91,6.60,-36.71%,-62.86%,-52.77%,3.40,3.14,0.35,0.40,25.20%,-116.66%,-122.32%,-0.09%,-0.16%,0.12%,0.04%,0.26%,0.75%,2.03%,2.32%,5.77%,1.62%,15.05%,14.68%,-52.35%,-3.43%,70.53%,-5.95%,2.37,0.42,6.93%,5.74%,13.19%,0.14%,-13.74%,-36.67%,23.52%,-57.26%,96.70%,-95.93%,124.72%,58.41,11/7/2024 4:30:00 PM,10/9/2020,Yes,Yes,202,1.74%,0.14%,1.50,1118.14,0.82,465564,1949,13.25,7.08,7.09,7.22,6.80,7.21,1.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6473,"OUT","Outfront Media Inc","RUT","Real Estate","REIT - Specialty","USA",3165.24,15.28,22.95,1.53,1.72,4.76,63.82,17.21,4.01,0.30,1.39,7.31%,,1.25,0.18,154.43%,-42.62%,,10.00%,4.51%,1.81%,134.32%,1841.80,218.20,380.04%,-1.03%,165.05,129.27,78.32%,22.12%,0.00%,80.84%,-1.60%,7.61%,6.43,9.84,4.19%,29.78%,4.69%,,,4.92,5.19,39.48%,15.44%,11.85%,-0.04%,0.03%,0.06%,0.08%,-0.16%,-0.10%,0.66%,0.52%,1.65%,3.02%,4.67%,8.11%,19.41%,26.04%,121.23%,36.60%,1.96,0.46,2.32%,2.35%,4.55%,11.86%,24.71%,0.95%,37.29%,0.95%,118.19%,-39.44%,169.73%,68.57,8/6/2024 4:30:00 PM,3/28/2014,Yes,Yes,2375,2.97%,-0.05%,2.00,1530.00,0.52,406112,3148,18.57,18.53,18.52,19.10,18.58,19.07,2.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6474,"OVB","Overlay Shares Core Bond ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.15,5.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.00%,0.00%,0.00%,0.24%,-2.72%,0.86%,6.24%,8.96%,2.58%,0.31,0.12,0.42%,0.45%,-1.18%,-0.96%,1.80%,-3.30%,1.44%,-3.30%,12.89%,-25.65%,12.89%,40.10,,10/1/2019,No,No,,0.00%,0.24%,,10.45,0.51,2717,3,,21.05,21.10,21.10,21.10,21.10,0.24%,,,"Bonds - Broad Market","Bonds","US Bonds",,"US","Active",0.87%,6,50763058,21.02,0.00,2509848.00,5.20,3130767.00,6.57,3081351.00,6.46,2075918.50,4.26,15.14,-1.91,0.55,,0.57,"U.S. ETFs bonds options investment-grade"
6475,"OVBC","Ohio Valley Banc Corp.","-","Financial","Banks - Regional","USA",111.13,10.01,,,1.36,0.76,,7.27,30.94,,0.88,3.73%,32.89%,2.36,,,,0.92%,,5.80%,20.47%,-7.82%,81.93,11.24,,,4.77,3.76,78.83%,20.11%,0.03%,13.82%,-8.42%,0.23%,1.77,0.01,0.84%,7.92%,5.80%,0.21,,0.33,0.35,,16.59%,13.72%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.52%,0.52%,2.36%,2.36%,1.57%,2.14%,20.38%,-1.65%,-6.92%,2.59%,0.02,0.73,3.84%,3.18%,-1.87%,-1.69%,0.73%,-6.55%,6.81%,-7.47%,21.94%,-57.50%,222.01%,46.99,,11/4/1994,No,Yes,284,2.50%,-0.13%,,4.94,0.39,984,16,,23.05,23.02,22.98,22.98,23.59,2.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6476,"OVF","Overlay Shares Foreign Equity ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.13,4.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.37%,-0.12%,-0.12%,-0.97%,0.00%,1.06%,5.65%,23.38%,10.77%,0.77,0.24,0.39%,0.41%,-1.50%,0.95%,4.65%,-3.81%,10.48%,-3.81%,29.03%,-8.67%,39.54%,46.27,,10/1/2019,No,No,,-0.12%,-1.46%,,3.78,0.09,164,3,,26.05,25.67,25.67,25.67,25.64,-1.57%,,,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Ex. US Equities",,,"Active",0.98%,7,19270784,26.04,-0.02,527676.00,2.82,784659.00,4.24,989802.00,5.41,1043554.50,5.73,28.53,3.71,5.05,,5.04,"Global-ex-U.S. equity options"
6477,"OVID","Ovid Therapeutics Inc","RUT","Healthcare","Biotechnology","USA",81.62,,,,143.19,0.92,1.06,,1.25,1.08,,,,-0.42,-0.21,33.01%,-44.04%,18.87%,,275.67%,125.33%,168.33%,0.57,-29.75,153.60%,158.41%,70.69,58.43,82.66%,17.66%,0.00%,55.54%,-13.60%,1.08%,3.15,0.63,-23.39%,-29.81%,-28.61%,5.73,5.73,0.17,0.18,-91.68%,-12008.30%,-5241.52%,0.00%,0.87%,0.00%,0.00%,0.89%,0.88%,0.89%,0.00%,2.68%,-0.45%,4.55%,-1.71%,12.75%,-63.72%,-68.66%,-64.29%,0.40,0.08,9.03%,6.85%,1.68%,3.65%,-50.20%,-11.54%,43.75%,-71.95%,69.12%,-92.78%,69.12%,52.73,8/13/2024 8:30:00 AM,5/5/2017,Yes,Yes,40,2.68%,-1.75%,1.44,201.23,0.63,64097,264,3.38,1.14,1.12,1.16,1.10,1.15,0.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6478,"OVL","Overlay Shares Large Cap Equity ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.40,2.99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,-0.10%,-0.10%,-0.10%,-0.02%,0.06%,-0.39%,1.59%,3.32%,4.21%,16.74%,37.40%,24.44%,1.13,0.50,0.48%,0.66%,1.50%,4.31%,10.64%,-0.49%,14.14%,-0.49%,47.68%,-0.49%,165.19%,60.43,,10/1/2019,No,Yes,,-0.39%,-0.09%,,60.98,0.13,4029,16,,47.08,47.04,47.09,46.89,46.85,-0.48%,,,"US Equities - Factor & Thematic","Equities (Stocks)","US Equities",,"US","Active",0.87%,6,198549312,47.05,-0.00,49268110.00,33.00,18697505.00,10.40,29640596.00,17.55,-1187889.00,-0.59,41.68,12.02,17.61,,17.45,"U.S. ETFs options large-cap"
6479,"OVLH","Overlay Shares Hedged Large Cap Equity ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.24,0.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.48%,3.91%,4.31%,11.22%,26.47%,18.63%,0.75,0.17,0.08%,0.23%,1.88%,3.94%,9.39%,0.00%,9.16%,0.00%,33.10%,0.00%,44.32%,71.68,,1/15/2021,Yes,Yes,,0.00%,0.00%,,23.54,0.00,0,0,,34.29,34.29,34.29,34.29,34.29,0.00%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Active",0.93%,7,23652786,34.28,0.00,-10072855.00,-29.87,-206466.00,-0.87,-74949619.00,-76.01,-80538404.00,-77.30,27.16,7.57,,,9.41,"U.S. ETFs options large-cap"
6480,"OVLY","Oak Valley Bancorp","RUT","Financial","Banks - Regional","USA",222.46,8.83,,,2.54,1.29,,10.49,20.55,,0.45,1.69%,8.54%,3.01,,,,21.35%,,14.61%,1.02%,-30.10%,87.53,24.84,,,8.29,6.68,80.58%,20.07%,0.13%,30.74%,3.36%,1.65%,7.83,0.11,1.34%,15.57%,14.46%,0.12,,0.00,0.00,,36.64%,28.37%,0.00%,0.00%,0.00%,-1.51%,-1.51%,-1.44%,-1.55%,-2.26%,-2.17%,-1.37%,4.43%,0.60%,-1.15%,14.45%,9.19%,-11.15%,0.31,0.75,2.62%,2.70%,0.74%,2.23%,5.67%,-5.03%,9.69%,-13.32%,16.15%,-13.32%,1422.85%,53.12,,2/7/1997,No,Yes,230,-1.37%,-0.81%,,14.05,0.50,3602,120,,27.20,26.98,27.08,26.98,26.61,-2.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,
