"No.","Ticker","Company","Index","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Short Float","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
5531,"MGIH","Millennium Group International Holdings Ltd","-","Consumer Cyclical","Packaging & Containers","Hong Kong",16.20,,,,0.38,0.41,0.69,,3.54,2.08,,,,-0.20,,,,,,-7.23%,-9.56%,-304.91%,43.08,-2.21,,,11.25,1.25,11.11%,88.89%,0.00%,0.30%,,0.33%,0.21,0.00,-3.64%,-5.54%,-5.39%,2.19,1.92,0.03,0.36,21.60%,-4.97%,-5.14%,0.00%,0.00%,0.00%,0.00%,0.00%,-1.27%,-1.27%,-1.27%,-1.38%,-1.38%,-0.01%,-7.70%,0.00%,-39.75%,-26.16%,16.12%,0.37,0.08,4.78%,5.53%,-3.50%,-2.38%,1.38%,-19.89%,14.28%,-84.95%,61.79%,-84.95%,61.79%,46.46,,4/4/2023,No,Yes,792,-1.38%,0.00%,,19.38,0.67,6203,9,,1.46,1.46,1.46,1.44,1.44,-1.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5532,"MGK","Vanguard Mega Cap Growth ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.36,0.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02%,-0.03%,-0.03%,-0.00%,0.12%,0.09%,0.06%,0.19%,0.34%,0.41%,5.89%,-1.17%,6.85%,11.14%,33.63%,20.22%,1.13,6.79,1.53%,2.11%,3.46%,0.69%,11.36%,-5.56%,12.89%,-5.56%,43.05%,-5.56%,1111.63%,57.21,,12/21/2007,Yes,Yes,,0.91%,1.02%,,355.34,0.69,117736,2440,,306.04,309.17,312.09,308.74,311.99,1.95%,,,"US Equities - US Style","Equities (Stocks)","US Equities",,"US","Passive",0.07%,74,21275505914,306.17,0.02,-78403250.00,-0.37,1012199250.00,5.00,1832653750.00,9.43,2791604500.00,15.10,30.52,9.01,19.64,16.07,12.68,"U.S. equity growth mega-cap"
5533,"MGLD","Marygold Companies Inc","-","Financial","Asset Management","USA",42.14,,,,1.26,1.53,2.62,,0.70,0.41,,,0.00%,-0.05,,-1.80%,,-13.20%,,4.00%,-4.80%,-445.40%,33.40,-1.90,,,39.38,7.17,18.21%,0.10%,428.48%,0.40%,-10.76%,1.12%,5.42,0.08,-5.40%,-6.40%,3.20%,5.70,5.20,0.00,0.01,73.80%,-9.20%,-5.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-4.24%,-4.24%,-4.24%,-10.83%,-7.12%,-13.70%,-1.83%,-8.54%,0.95%,0.73,0.07,3.58%,3.59%,-8.90%,-14.63%,-7.13%,-29.60%,-0.92%,-44.27%,37.07%,-99.88%,256.70%,37.97,2/14/2024 4:30:00 PM,12/4/1996,No,Yes,91,-4.24%,-6.09%,,14.75,0.02,125,3,,1.19,1.12,1.12,1.12,1.07,-10.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5534,"MGM","MGM Resorts International","S&P 500","Consumer Cyclical","Resorts & Casinos","USA",11907.78,14.81,12.58,,0.70,3.72,4.93,8.14,10.53,7.95,,,0.00%,2.65,0.59,0.67%,15.97%,31.55%,-2.63%,19.19%,9.77%,8.26%,17059.59,879.32,42.57%,2.86%,326.55,238.36,72.99%,21.53%,-0.55%,68.60%,-9.07%,4.67%,2.66,11.12,2.08%,23.05%,2.53%,1.47,1.42,9.84,9.88,41.66%,10.30%,5.15%,0.09%,0.02%,-0.01%,0.14%,0.14%,0.22%,0.17%,0.15%,0.76%,1.45%,4.56%,-15.13%,-5.66%,-8.41%,-11.27%,-12.26%,2.26,1.45,2.51%,3.35%,-1.91%,-5.56%,-6.86%,-17.05%,17.22%,-18.75%,17.22%,-61.00%,2065.75%,47.20,7/31/2024 4:30:00 PM,5/2/1988,Yes,Yes,45000,0.76%,2.17%,1.52,4186.65,0.81,1629598,9279,55.50,38.08,38.90,39.41,38.72,39.20,2.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5535,"MGMT","Ballast Small/Mid Cap ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.43,1.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.12%,0.12%,0.12%,0.12%,0.12%,0.06%,0.14%,0.61%,0.61%,2.48%,-6.30%,-0.86%,2.63%,3.50%,-1.57%,0.89,0.65,1.00%,1.52%,-1.73%,-0.08%,1.26%,-7.30%,4.89%,-7.30%,13.49%,-7.70%,43.93%,48.95,,12/3/2020,No,Yes,,0.63%,1.31%,,17.05,0.22,1783,12,,35.73,36.20,36.41,36.20,36.43,1.95%,,,"US Equities - Dividend & Fundamental","Equities (Stocks)","US Equities",,"US","Active",1.10%,52,144706500,35.73,0.02,-100000.00,-0.07,7038000.00,5.11,25010000.00,20.89,54603250.00,60.60,1.71,-0.14,,,10.41,"U.S. equity fixed-income small-mid-cap"
5536,"MGNI","Magnite Inc","RUT","Communication Services","Advertising Agencies","USA",1780.61,,13.77,,2.74,2.50,5.45,10.40,5.05,2.31,,,,-0.05,0.16,38.19%,22.74%,1.08%,,41.82%,6.78%,98.58%,649.22,-5.40,-9.27%,1.91%,138.58,123.69,89.26%,12.37%,-2.94%,72.35%,0.84%,6.02%,3.44,7.44,-0.21%,-0.79%,-0.41%,1.10,1.10,0.84,0.87,54.57%,2.01%,-0.83%,0.00%,0.08%,0.08%,0.16%,0.44%,0.45%,-0.51%,-0.94%,0.60%,-0.67%,-1.06%,-14.71%,28.72%,34.63%,48.06%,35.06%,2.43,0.71,7.69%,5.61%,-8.16%,-7.77%,19.98%,-20.76%,21.77%,-20.76%,100.88%,-80.41%,752.36%,38.92,8/7/2024 4:30:00 PM,4/2/2014,Yes,Yes,911,-1.37%,2.16%,1.00,2164.79,0.69,715838,6480,17.46,12.52,12.79,12.82,12.41,12.61,0.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5537,"MGNR","American Beacon GLG Natural Resources ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.13,0.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.66%,0.66%,5.14%,-4.87%,-7.90%,19.33%,,18.08%,,0.58,1.23%,1.61%,1.88%,-2.04%,0.43%,-7.38%,12.25%,-11.94%,20.27%,-11.94%,20.27%,52.18,,2/6/2024,No,Yes,,0.66%,1.20%,,31.10,0.01,111,2,,28.27,28.61,28.61,28.61,28.80,1.87%,,,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Equities","Natural Resources",,"Active",0.75%,47,57953528,28.27,0.02,3862130.00,7.14,17074425.00,41.77,54628409.39,1642.90,54628409.39,1642.90,,,,,33.92,"U.S. equity natural-resources"
5538,"MGNX","Macrogenics Inc","RUT","Healthcare","Biotechnology","USA",210.43,,,,5.13,3.64,1.50,,0.92,2.24,,,,-2.19,0.22,-1210.19%,-11.18%,48.88%,,15.77%,-17.81%,-196.24%,41.02,-136.37,-34.66%,-48.43%,62.07,58.54,94.31%,6.66%,-3.87%,101.03%,-8.37%,10.66%,4.17,6.24,-53.82%,-118.91%,-155.91%,2.71,2.69,0.51,0.59,61.08%,-479.76%,-332.47%,0.00%,0.00%,0.00%,0.45%,-0.41%,-0.15%,-2.50%,-2.47%,0.45%,-3.87%,-2.75%,-34.34%,-28.77%,-80.41%,-37.41%,-65.12%,2.09,0.36,6.67%,8.24%,-22.88%,-24.27%,-66.77%,-41.85%,2.92%,-84.67%,6.85%,-91.82%,57.51%,34.57,8/6/2024 4:30:00 PM,10/10/2013,Yes,Yes,339,-1.90%,2.40%,2.18,1496.10,0.48,343444,1884,7.86,3.34,3.42,3.49,3.34,3.36,0.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5539,"MGOL","MGO Global Inc","-","Communication Services","Advertising Agencies","USA",9.61,,,,1.69,3.63,6.32,,1.45,0.84,,,,-3.05,,,,,,152.41%,100.26%,241.38%,5.70,-4.27,,,1.43,0.62,43.36%,66.01%,0.00%,0.81%,,11.80%,0.02,0.07,-164.83%,-184.95%,-177.55%,3.19,2.35,0.00,0.03,65.03%,-141.26%,-74.93%,-0.38%,0.19%,0.19%,0.51%,1.15%,-0.75%,0.48%,0.57%,7.10%,1.93%,42.70%,6.86%,129.57%,22.79%,-55.63%,22.79%,6.11,1.18,51.44%,30.58%,45.11%,14.47%,22.37%,-69.48%,126.61%,-71.15%,177.17%,-96.82%,177.17%,57.54,,1/13/2023,No,Yes,7,4.14%,-2.87%,,3598.83,0.17,291234,1248,,5.22,5.07,5.51,4.85,5.28,1.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5540,"MGOV","First Trust Intermediate Government Opportunities ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.87,4.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14%,-0.14%,-0.14%,-0.14%,-0.14%,-0.14%,-0.14%,-0.02%,-0.02%,0.07%,0.42%,1.01%,2.14%,2.24%,2.54%,0.12%,0.47,0.10,0.17%,0.27%,0.66%,1.46%,2.44%,-1.11%,3.58%,-1.11%,9.48%,-1.11%,9.48%,57.00,,8/4/2023,No,Yes,,0.07%,-0.65%,,12.69,0.21,1301,10,,20.67,20.53,20.58,20.55,20.55,-0.58%,,,"Bonds - Treasury & Government","Bonds","US Bonds",,"US","Active",0.65%,82,33120041,20.70,-0.01,-4136500.00,-11.10,-2136000.00,-6.06,8895000.00,36.72,16887977.15,104.04,8.69,,,,8.03,"U.S. debt treasuries bonds MBS"
5541,"MGPI","MGP Ingredients, Inc.","RUT","Consumer Defensive","Beverages - Wineries & Distilleries","USA",1963.27,20.60,12.88,1.87,2.49,2.19,93.44,56.74,40.68,0.96,0.48,0.54%,10.00%,4.33,1.44,6.01%,11.23%,17.22%,11.00%,19.14%,-8.71%,-0.10%,787.88,95.97,10.88%,0.93%,22.02,13.88,63.03%,36.89%,-1.12%,71.73%,0.12%,27.06%,20.89,3.76,6.78%,11.27%,7.96%,6.44,2.22,0.35,0.36,38.66%,21.76%,12.18%,0.02%,0.01%,0.12%,0.00%,-0.01%,0.21%,-0.27%,-0.07%,1.05%,1.91%,5.81%,9.55%,11.17%,3.93%,-26.39%,-9.38%,0.58,2.71,2.87%,3.54%,8.35%,15.43%,5.71%,2.13%,29.65%,-27.58%,29.65%,-29.00%,18008.12%,68.85,8/1/2024 8:30:00 AM,10/20/1988,Yes,Yes,705,1.98%,0.98%,1.00,179.81,0.68,58470,1463,112.67,86.70,87.55,89.67,87.61,89.28,2.98%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5542,"MGRC","McGrath Rentcorp","RUT","Industrials","Rental & Leasing Services","USA",2591.25,22.36,17.33,3.70,2.99,2.72,275.67,,38.87,0.38,1.86,1.76%,40.34%,4.72,1.42,8.88%,22.66%,7.34%,6.05%,11.30%,4.72%,-26.38%,865.53,115.85,-32.80%,1.13%,24.50,24.14,98.53%,1.67%,0.00%,91.00%,-3.10%,3.18%,5.78,0.77,5.23%,12.63%,6.63%,1.40,1.25,0.83,0.83,46.08%,25.12%,13.38%,-0.06%,-0.17%,-0.15%,0.05%,-0.34%,-0.04%,0.30%,0.44%,1.37%,1.05%,5.60%,-5.06%,-3.05%,-17.80%,4.04%,-11.76%,0.76,3.03,1.71%,3.04%,-1.39%,-0.99%,-5.69%,-9.85%,7.62%,-19.34%,10.28%,-19.34%,15252.73%,49.81,7/25/2024 4:30:00 PM,11/13/1984,Yes,Yes,1204,0.27%,1.28%,1.00,132.80,0.24,15096,427,123.00,103.94,105.27,105.73,103.11,105.55,1.55%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5543,"MGRM","Monogram Technologies Inc.","-","Healthcare","Medical Devices","USA",86.78,,,,241.04,8.47,8.61,,0.32,0.32,,,,-0.53,-0.10,34.43%,-15.00%,-90.58%,,-20.00%,,15.69%,0.36,-13.39,-22.22%,,31.34,18.89,60.27%,40.36%,0.00%,1.81%,,1.27%,4.51,0.24,-115.81%,-242.78%,-126.85%,5.40,5.40,0.03,0.04,-13.90%,-4652.65%,-3669.38%,0.00%,1.67%,1.67%,1.48%,1.48%,3.15%,4.52%,3.79%,4.92%,3.79%,3.79%,25.69%,33.01%,-15.43%,-44.31%,-20.35%,1.92,0.18,8.13%,8.14%,12.71%,21.14%,3.33%,-1.44%,39.32%,-46.80%,79.08%,-94.41%,79.08%,64.49,8/14/2024 4:30:00 PM,5/18/2023,No,Yes,28,2.25%,-0.75%,,53.21,1.01,25844,94,6.00,2.70,2.68,2.70,2.60,2.74,1.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5544,"MGRO","VanEck Morningstar Wide Moat Growth ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.54%,0.58%,2.18%,,,-2.83%,,0.32,0.19%,0.20%,2.93%,3.76%,2.92%,-0.30%,6.68%,-2.83%,7.39%,-2.83%,7.39%,61.17,,3/28/2024,No,No,,0.00%,1.21%,,0.44,0.98,206,1,,29.24,29.59,29.59,29.59,29.59,1.21%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Passive",0.49%,40,731000,29.24,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,-10.13,"U.S. equity quality growth"
5545,"MGRX","Mangoceuticals Inc","-","Healthcare","Health Information Services","USA",7.62,,,,9.07,,381.11,,-0.04,0.00,,,,-0.47,,,,,,4041.58%,112.56%,54.42%,0.84,-9.02,,,21.42,13.97,65.22%,43.72%,-1.14%,1.45%,,1.39%,0.03,0.19,-408.41%,-630.54%,,0.07,0.06,,,61.75%,-1068.50%,-1067.52%,0.00%,0.00%,0.00%,0.00%,-2.42%,-0.94%,-0.94%,-1.22%,2.85%,1.02%,-16.57%,-27.59%,40.23%,24.89%,-71.83%,10.91%,1.98,0.04,14.16%,11.99%,-18.28%,-14.79%,-13.19%,-34.66%,13.28%,-75.43%,114.76%,-92.97%,114.76%,39.98,,3/21/2023,No,Yes,3,-0.71%,-5.99%,,5760.27,0.24,651106,265,,0.33,0.31,0.32,0.30,0.31,-6.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5546,"MGTX","MeiraGTx Holdings plc","RUT","Healthcare","Biotechnology","USA",294.00,,4.49,,36.21,3.66,2.94,,1.24,1.54,,,,-1.50,-0.53,-15.03%,158.93%,19.75%,-6.40%,17.92%,-92.03%,-41.32%,8.12,-93.14,-90.00%,-97.09%,63.60,46.87,73.69%,27.78%,7.45%,50.93%,-1.93%,3.31%,7.57,1.55,-32.29%,-91.51%,-57.01%,2.36,2.36,1.04,1.09,-70.99%,-2083.19%,-1146.81%,0.00%,0.00%,0.44%,0.13%,0.22%,-0.44%,0.22%,0.45%,2.03%,5.84%,2.49%,-9.22%,-18.08%,-28.21%,-22.43%,-35.47%,1.33,0.36,8.72%,7.93%,-1.54%,0.47%,-15.95%,-15.96%,16.75%,-40.39%,29.80%,-85.01%,29.80%,50.48,8/12/2024 8:30:00 AM,6/8/2018,Yes,Yes,425,-1.09%,14.50%,1.00,204.84,3.64,357092,2905,20.60,4.00,4.58,4.61,4.34,4.53,13.25%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5547,"MGV","Vanguard Mega Cap Value ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,2.89,2.34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03%,0.00%,0.00%,0.02%,0.04%,0.06%,0.09%,0.09%,0.39%,-0.06%,2.66%,-0.15%,2.80%,10.28%,17.44%,12.84%,0.85,1.48,1.02%,1.14%,1.72%,2.75%,8.31%,-0.93%,5.39%,-0.93%,27.53%,-0.93%,482.67%,60.65,,12/21/2007,Yes,Yes,,0.10%,1.04%,,192.69,0.62,57519,503,,122.01,123.28,123.49,122.79,123.41,1.15%,,,"US Equities - US Style","Equities (Stocks)","US Equities",,"US","Passive",0.07%,137,7899703409,122.02,0.01,137725750.00,1.77,331412250.00,4.38,617795250.00,8.48,809808358.53,11.42,17.66,8.57,12.15,10.64,8.24,"U.S. equity value mega-cap"
5548,"MGX","Metagenomi Inc.","RUT","Healthcare","Biotechnology","USA",113.69,,,,2.03,0.42,0.38,,7.19,8.01,,,,-2.52,-0.81,84.85%,-11.19%,,,3569.20%,76.48%,17.43%,55.93,-75.00,55.62%,58.17%,37.47,18.60,49.64%,50.36%,5.01%,28.58%,,1.46%,3.37,0.27,,,-24.04%,5.82,5.82,0.16,0.18,91.17%,,-134.10%,0.17%,0.17%,0.17%,-0.82%,0.17%,0.17%,2.19%,0.17%,-0.49%,0.50%,-12.54%,-41.41%,-55.37%,-75.22%,,-70.56%,,0.39,12.76%,10.53%,-22.60%,-32.35%,-59.10%,-56.01%,9.96%,-76.18%,9.96%,-76.18%,9.96%,33.35,8/14/2024 8:30:00 AM,2/9/2024,No,Yes,236,0.50%,-2.58%,1.33,80.70,2.27,87509,343,15.80,3.10,3.02,3.12,2.99,3.04,-2.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5549,"MGY","Magnolia Oil & Gas Corp","RUT","Energy","Oil & Gas E&P","USA",5041.04,12.43,10.52,2.22,3.89,2.78,18.29,,9.12,1.38,0.52,2.07%,22.57%,2.04,0.55,4.54%,13.05%,14.59%,5.60%,18.53%,20.13%,6.89%,1294.45,376.50,-3.47%,0.12%,183.16,181.08,98.86%,9.26%,-56.55%,110.35%,-5.59%,16.69%,13.42,30.22,13.92%,21.81%,17.02%,1.28,1.28,0.22,0.22,53.99%,42.11%,29.09%,-0.13%,-0.11%,-0.09%,0.01%,0.15%,0.11%,0.01%,-0.01%,1.65%,1.84%,3.88%,-6.65%,-1.38%,23.98%,11.63%,18.91%,2.02,0.75,1.97%,2.90%,-0.45%,0.02%,7.38%,-8.37%,11.48%,-8.37%,32.13%,-16.47%,683.80%,50.85,8/1/2024 8:30:00 AM,6/29/2017,Yes,Yes,247,1.67%,0.40%,2.16,2252.32,0.39,424597,2772,28.69,24.80,24.90,25.35,24.84,25.32,2.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5550,"MGYR","Magyar Bancorp Inc.","-","Financial","Banks - Regional","USA",81.32,10.72,,,1.67,0.75,,9.56,16.55,,0.19,1.54%,10.00%,1.15,,,,33.25%,,9.95%,23.32%,-10.77%,48.83,7.42,,,6.67,5.38,80.66%,18.46%,0.05%,31.21%,-7.79%,0.09%,0.83,0.00,0.82%,7.01%,5.40%,0.09,,0.26,0.26,,19.35%,15.21%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.08%,-0.08%,-1.12%,5.03%,11.67%,6.24%,13.50%,9.93%,0.29,0.26,1.86%,1.82%,0.47%,6.35%,12.66%,-2.92%,15.76%,-2.92%,38.08%,-7.03%,573.80%,56.11,4/23/2024 4:30:00 PM,1/24/2006,No,Yes,89,-0.08%,0.08%,,5.68,0.04,100,5,,12.34,12.35,12.35,12.35,12.34,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5551,"MHD","BlackRock MuniHoldings Fund Inc","-","Financial","Closed-End Fund - Debt","USA",638.73,39.52,,,13.49,0.90,,,13.67,,0.56,4.59%,,0.31,,,,,,,-4.60%,,47.34,,,,52.14,52.14,100.00%,,,46.92%,,0.11%,0.61,0.06,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.02%,0.08%,0.08%,-0.08%,0.16%,0.09%,-0.41%,2.17%,3.29%,2.77%,8.03%,2.85%,0.54,0.10,0.73%,0.83%,1.26%,1.77%,4.21%,-1.29%,3.81%,-1.29%,23.49%,-37.38%,68.79%,59.79,,5/6/1997,No,Yes,,0.16%,-0.73%,,97.31,0.69,32317,84,,12.32,12.23,12.27,12.20,12.25,-0.57%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5552,"MHF","Western Asset Municipal High Income Fund Inc","-","Financial","Closed-End Fund - Debt","USA",154.81,25.54,,,22.69,0.99,,,7.20,,0.32,4.45%,,0.28,,,,,,,3.70%,20.20%,6.82,,,,21.65,21.65,100.00%,,,35.77%,,0.35%,0.94,0.08,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.14%,0.56%,2.14%,1.85%,5.30%,8.01%,12.88%,11.37%,0.42,0.08,1.12%,1.05%,1.94%,3.65%,7.71%,-0.28%,7.76%,-0.28%,20.78%,-31.43%,39.78%,69.16,,11/18/1988,No,Yes,,0.00%,0.00%,,79.43,1.65,62806,188,,7.15,7.15,7.16,7.14,7.15,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5553,"MHH","Mastech Digital Inc","-","Industrials","Staffing & Employment Services","USA",114.35,,10.82,,0.60,1.36,5.55,67.66,7.19,1.76,,,,-0.35,0.12,18.18%,74.04%,,18.00%,3.21%,-5.11%,162.41%,190.19,-4.00,153.33%,2.98%,11.60,3.27,28.19%,72.04%,0.00%,18.77%,0.62%,0.46%,2.05,0.01,-3.65%,-4.72%,-4.58%,2.99,2.99,0.04,0.05,25.09%,-0.21%,-2.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.98%,1.87%,-0.51%,-2.10%,7.88%,16.69%,14.77%,12.92%,-6.85%,16.16%,0.43,0.36,3.99%,3.65%,13.08%,21.21%,15.79%,-0.61%,36.92%,-11.84%,36.92%,-67.34%,3291.51%,71.40,8/7/2024 8:30:00 AM,9/19/2008,No,Yes,841,-2.10%,3.41%,,7.27,0.69,2412,12,15.65,9.67,10.00,9.85,9.60,9.79,1.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5554,"MHI","Pioneer Municipal High Income Fund Inc","-","Financial","Closed-End Fund - Debt","USA",215.19,,,,12.53,0.97,,,9.74,,0.37,3.87%,245.27%,-0.07,,,,,,,4.40%,-7.00%,17.17,,,,22.77,22.77,100.00%,,,57.00%,,0.24%,1.19,0.05,,,,,,,,,,,0.05%,0.05%,0.05%,-0.05%,-0.05%,-0.05%,0.06%,0.05%,0.37%,1.50%,0.75%,2.72%,5.82%,7.88%,12.63%,9.50%,0.66,0.09,0.83%,0.96%,2.07%,3.20%,9.03%,-1.25%,6.30%,-1.25%,36.36%,-43.99%,36.36%,69.54,,7/18/2003,No,Yes,,0.33%,-0.01%,,46.22,1.42,31312,115,,9.42,9.42,9.45,9.40,9.45,0.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5555,"MHK","Mohawk Industries, Inc.","S&P 500","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",9266.02,,12.63,,0.85,1.21,18.63,13.75,121.18,7.88,,,,-5.66,2.87,8.76%,16.25%,,12.50%,2.52%,-5.05%,55.51%,10859.16,-358.57,9.27%,-1.20%,63.69,52.13,81.85%,17.41%,-0.24%,82.92%,0.19%,3.40%,2.27,1.77,-2.57%,-4.52%,-3.72%,1.92,1.04,0.26,0.37,25.74%,7.08%,-3.30%,-0.04%,0.00%,0.05%,-0.01%,0.10%,0.12%,0.07%,0.47%,1.23%,0.05%,0.87%,11.24%,19.08%,25.80%,46.71%,41.84%,1.39,5.25,2.42%,3.64%,1.35%,15.75%,30.70%,-10.52%,39.97%,-10.52%,93.11%,-48.82%,2937.24%,58.13,7/25/2024 4:30:00 PM,4/1/1992,Yes,Yes,43300,-0.26%,2.19%,2.47,780.96,0.31,114527,2816,164.93,144.03,147.18,147.38,143.87,146.80,1.92%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5556,"MHLD","Maiden Holdings Ltd","RUT","Financial","Insurance - Reinsurance","Bermuda",179.59,,,,1.86,0.75,,,2.38,,,,,-0.33,,,,41.39%,12.00%,-37.01%,-10.07%,-245.83%,96.35,-32.84,,,100.47,80.37,79.99%,19.45%,0.23%,34.10%,-4.28%,0.65%,5.22,0.52,-2.63%,-12.94%,-6.64%,0.85,,1.08,1.08,,-20.34%,-34.08%,0.00%,0.00%,0.00%,0.56%,0.56%,0.56%,1.12%,2.89%,5.26%,4.65%,-0.55%,-13.04%,-19.28%,3.45%,-5.26%,-21.40%,1.30,0.12,6.95%,5.86%,-4.13%,-8.14%,-6.31%,-17.81%,13.92%,-29.41%,51.26%,-90.50%,370.71%,47.55,8/8/2024 4:30:00 PM,5/6/2008,Yes,Yes,45,4.65%,4.24%,3.00,99.56,0.17,8111,63,1.00,1.65,1.72,1.80,1.70,1.80,9.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5557,"MHN","BlackRock MuniHoldings New York Quality Fund Inc","-","Financial","Closed-End Fund - Debt","USA",324.80,34.65,,,12.70,0.88,,,12.22,,0.48,4.49%,,0.31,,,,,,,1.70%,,25.57,,,,30.24,30.24,100.00%,,,30.73%,,0.09%,0.62,0.03,,,,,,,,,,,0.00%,0.09%,0.09%,0.09%,0.01%,0.05%,-0.05%,-0.05%,0.00%,-0.19%,-1.20%,-0.09%,0.70%,3.17%,6.94%,2.19%,0.57,0.09,0.56%,0.72%,-0.45%,-0.27%,2.60%,-3.07%,1.32%,-3.07%,23.61%,-37.15%,65.40%,45.74,,9/22/1997,No,Yes,,-0.19%,-0.65%,,45.66,1.76,38557,280,,10.83,10.76,10.75,10.73,10.74,-0.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,
